geo_accession,hsa-miR-1307-3p,hsa-miR-4783-3p,hsa-miR-8073,hsa-miR-4532,hsa-miR-6787-5p,hsa-miR-6861-5p,hsa-miR-1233-5p,hsa-miR-4675,hsa-miR-92a-2-5p,hsa-miR-6756-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-4758-5p,hsa-miR-6802-5p,hsa-miR-6769a-5p,hsa-miR-4419b,hsa-miR-6784-5p,hsa-miR-4428,hsa-miR-342-5p,hsa-miR-885-3p,hsa-miR-8059,hsa-miR-1238-5p,hsa-miR-3156-5p,hsa-miR-4727-3p,hsa-miR-663a,hsa-miR-320a,hsa-miR-191-5p,hsa-miR-4646-5p,hsa-miR-1246,hsa-miR-4299,hsa-miR-4515,hsa-miR-197-5p,hsa-miR-6073,hsa-miR-4730,hsa-miR-6717-5p,hsa-miR-614,hsa-miR-6816-5p,hsa-miR-6858-5p,hsa-miR-211-3p,hsa-miR-6131,hsa-miR-6887-5p,hsa-miR-3682-3p,hsa-miR-6839-5p,hsa-miR-23b-3p,hsa-miR-642b-3p,hsa-miR-320b,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-6822-5p,hsa-miR-654-5p,hsa-miR-4498,hsa-miR-4514,hsa-miR-4734,hsa-miR-4261,hsa-miR-17-3p,hsa-miR-6729-5p,hsa-miR-4317,hsa-miR-3652,hsa-miR-4732-5p,hsa-miR-146a-5p,hsa-miR-6757-5p,hsa-miR-320e,hsa-miR-4489,hsa-miR-7847-3p,hsa-miR-3934-5p,hsa-miR-4700-5p,hsa-miR-4298,hsa-miR-23a-3p,hsa-miR-8060,hsa-miR-6742-5p,hsa-miR-483-5p,hsa-miR-15b-5p,hsa-miR-3137,hsa-miR-3151-5p,hsa-miR-4538,hsa-miR-320d,hsa-miR-6748-5p,hsa-miR-3617-5p,hsa-miR-6760-5p,hsa-miR-1343-3p,hsa-miR-4652-5p,hsa-miR-3605-5p,hsa-miR-25-3p,hsa-miR-4436b-3p,hsa-miR-320c,hsa-miR-4300,hsa-miR-140-3p,hsa-miR-4259,hsa-miR-221-3p,hsa-miR-423-3p,hsa-miR-185-5p,hsa-miR-15a-5p,hsa-miR-505-5p,hsa-miR-6728-5p,hsa-miR-222-3p,hsa-miR-4690-5p,hsa-miR-22-3p,hsa-miR-1247-3p,hsa-miR-126-3p,breast cancer
1877319,9.938755,9.032721,8.077966,14.21029,8.906392,8.18897,13.05326,8.432642,6.729208,8.93027,11.00099,7.150834,9.933394,8.977732,8.094331,6.835866,11.47034,6.514341,7.535709,6.57766,11.05773,7.138027,5.708159,6.304691,12.02509,6.419409,6.361857,7.232316,8.571786,6.188507,6.763719,8.291677,6.383508,6.661016,7.508242,11.02134,10.20138,8.646482,7.566041,11.8895,7.09575,5.377742,6.716038,6.150301,10.56835,6.020853,3.98766,4.720255,4.898157,5.733036,5.539537,5.783027,3.98766,14.28732,3.98766,5.569398,11.80693,3.98766,6.340149,6.678594,4.777984,8.476473,3.98766,3.98766,7.346882,5.520643,3.98766,7.20356,6.52838,4.188242,6.436164,6.652151,3.98766,4.217084,5.824257,3.98766,5.276381,5.93313,4.122043,3.98766,6.01869,4.201191,4.795457,3.98766,3.98766,4.748914,3.98766,3.98766,5.016566,3.98766,5.047002,4.654559,3.98766,3.98766,3.98766,4.432878,7.020997,6.20447,7.336829,3.98766,1
1877320,9.753489,8.855214,7.795358,14.39254,9.054889,8.673479,12.23071,8.985781,7.147685,9.089601,11.08344,6.697052,9.61991,8.996226,7.750616,5.918127,11.63899,6.562025,7.396148,6.512683,10.76558,6.391774,5.155694,5.669827,10.91134,6.087352,5.419542,6.835355,9.38462,4.756758,5.678039,7.688253,6.602285,7.925898,7.293194,10.6837,9.870213,8.257348,6.72479,12.08301,7.06534,4.960879,6.238229,7.391604,9.41011,5.363141,4.09178,5.018646,5.659247,4.63753,4.140159,5.830853,3.579316,13.975,4.305964,4.187089,11.59616,4.317372,5.97027,6.995478,3.579316,7.992218,3.879748,4.384906,7.091359,4.228526,3.579316,6.778326,7.503883,3.579316,6.666903,6.437007,3.579316,5.018623,6.698561,4.344002,3.579316,5.591966,4.478747,3.579316,5.850828,3.579316,3.799666,5.290699,3.579316,3.579316,3.579316,3.579316,3.579316,5.035003,4.089556,4.639215,3.579316,3.579316,3.579316,3.737965,6.664639,6.287014,7.081788,3.579316,1
1877321,9.841003,9.234324,8.424809,13.58037,10.10332,8.491759,14.02427,8.55772,5.780883,9.262194,11.09858,7.86762,9.920982,9.250141,8.950784,8.226977,11.15811,7.452701,8.095792,6.433517,12.27788,7.90269,7.362922,7.511167,13.24412,6.641616,7.419889,7.641401,10.5993,7.884102,7.017276,9.302703,6.866249,7.300163,8.856565,12.03538,10.31191,9.20998,8.629818,13.06085,7.890831,6.183987,7.023052,9.041276,11.38445,6.348386,5.876998,6.758068,9.057098,7.144464,6.420355,7.375403,4.986349,14.238,5.176927,6.027864,11.9423,5.692858,6.348759,8.86729,4.986349,9.390235,4.986349,4.986349,8.322679,6.917383,4.986349,7.302464,8.992879,4.986349,5.597442,7.45961,4.986349,4.986349,6.36434,4.986349,5.244619,6.471998,5.478257,4.986349,7.639868,5.98181,5.604918,4.986349,4.986349,5.744611,4.986349,4.986349,8.127613,5.086349,5.340306,4.986349,6.180979,5.140332,4.986349,6.380407,6.822523,6.525695,7.570556,4.986349,1
1877323,7.81096,7.665786,6.530648,12.7298,8.651665,7.711237,13.53641,8.059637,7.715492,8.625269,11.10993,6.446459,8.743714,9.216823,7.738189,7.357283,11.41875,5.880219,7.806908,6.600469,11.20755,7.849095,6.834488,5.637916,12.25639,6.765749,5.475677,7.251695,7.167087,5.979592,5.69996,8.707067,4.369275,7.548156,7.58963,11.09488,10.47571,8.98612,7.589505,9.811201,7.018742,5.609086,7.122459,4.369275,10.22718,6.209079,5.06253,5.064623,4.600488,5.009947,5.575059,4.369275,4.369275,12.55719,4.369275,6.584749,12.15081,4.369275,6.45552,5.703612,4.369275,9.166959,4.369275,4.844295,6.89973,4.369275,4.995334,7.23838,4.369275,5.04814,4.369275,7.231962,4.716574,5.539046,5.519279,4.369275,4.919711,5.353016,5.105609,4.64141,6.123607,4.369275,4.650765,4.369275,4.369275,5.685989,4.369275,4.369275,4.760662,4.369275,6.272651,4.553442,4.369275,4.369275,4.369275,5.084292,7.098894,5.967134,7.693757,4.369275,1
1877324,9.705224,9.198746,8.681119,13.8624,10.0225,8.328032,14.37395,8.564278,6.934234,9.129875,11.05616,8.051511,10.37878,9.271303,8.481486,7.800344,10.91566,6.728757,8.15279,6.605299,11.91131,8.037661,6.615967,7.27751,12.91103,6.859097,8.038965,7.67085,11.13954,8.016837,7.274948,9.102996,7.883933,6.921071,8.60679,11.68802,9.986452,8.901337,8.611295,14.13552,8.004011,6.05653,6.587401,9.122633,10.98308,6.030278,6.961651,6.648752,7.476032,7.096454,6.180336,6.192829,4.83537,14.60583,5.996424,6.684876,11.67871,6.68154,6.90007,8.963939,5.229037,9.40244,4.83537,5.085719,8.019888,7.012057,4.83537,7.538675,9.297925,5.881331,5.755746,7.561431,5.05959,5.594201,6.5583,4.83537,5.236891,6.438373,5.993445,4.83537,7.481114,6.52015,5.751402,6.371054,4.83537,6.453681,4.83537,4.83537,6.787045,5.863597,6.44205,4.83537,4.83537,7.126872,4.83537,5.540792,6.732017,7.645825,7.89306,6.077598,1
1877325,9.20432,8.560658,7.628185,14.23811,9.170529,8.030794,13.5011,9.239411,7.268742,8.95449,11.31301,6.825043,9.49812,9.184635,7.625524,7.258298,11.36846,6.243194,7.214063,6.837123,11.04356,7.145144,6.368267,6.121875,12.9991,6.814579,6.959003,6.625932,8.833323,7.305432,6.223234,8.466664,6.493734,8.010574,7.708968,10.86712,10.2785,9.345736,8.393394,12.19584,7.223801,5.35392,5.519374,6.733867,11.36264,6.212729,5.382979,3.793957,5.192321,5.162115,5.457269,5.843785,3.793957,14.02556,4.315168,5.669154,12.18125,4.849042,5.918878,7.013357,3.793957,8.80252,4.224365,4.573555,7.63824,5.532907,3.793957,7.389065,6.589428,3.793957,5.579338,7.066264,4.221711,4.261843,6.039666,3.793957,5.563185,6.203915,4.467179,4.216854,6.901859,3.793957,4.348657,4.463589,3.793957,5.427942,3.793957,3.980165,4.623448,3.793957,4.699317,3.793957,3.793957,3.793957,3.793957,4.66127,7.10873,6.697849,7.163488,3.793957,1
1877326,10.00866,9.117314,8.294358,14.01329,9.317343,8.4459,13.44998,8.815304,8.49343,8.991426,11.17104,7.290451,9.847636,9.321301,8.2945,6.473594,11.30472,6.447806,7.984764,6.918462,11.97924,6.796485,5.595751,6.836173,12.51995,6.897341,7.095993,7.576293,8.90383,6.880525,7.102758,8.279533,5.478904,7.391976,8.492529,11.81046,10.25869,9.126931,7.927824,12.88048,7.078658,4.575381,6.376451,6.233552,10.42483,5.40022,4.575381,4.575381,6.433761,5.427827,6.199073,5.689258,4.575381,14.72925,4.575381,6.440843,11.89375,4.575381,6.670646,6.501014,5.17287,8.640583,5.039372,4.575381,7.67428,5.280443,4.575381,7.17519,6.948629,4.575381,4.575381,7.387055,4.575381,4.575381,6.019617,4.575381,5.460494,6.160882,4.575381,4.575381,6.816899,4.682205,4.575381,4.575381,4.575381,5.189035,4.575381,4.575381,4.575381,4.575381,4.575381,4.575381,4.575381,4.575381,4.575381,4.575381,6.870643,7.559741,7.753181,4.575381,1
1877327,10.22944,9.2518,8.640311,14.53972,10.14346,9.120502,13.48544,9.402618,6.719727,9.264548,10.79747,8.184505,9.757649,10.10393,9.224419,7.761003,11.17938,8.047974,9.203736,6.719727,12.67204,8.068178,6.719727,7.353376,11.93956,7.267097,7.003998,8.122597,10.20459,6.719727,8.402378,8.862121,6.719727,7.215971,9.344735,12.33606,10.66112,9.148003,8.351948,12.7584,7.968021,6.719727,8.152402,8.898839,10.10818,7.819247,6.719727,6.719727,7.444855,7.787737,6.719727,6.719727,6.719727,14.61937,6.719727,6.719727,12.13008,6.719727,8.104573,8.015264,6.719727,9.419771,6.719727,6.719727,8.003857,6.719727,6.719727,7.885655,8.719013,8.964084,7.115873,7.922586,6.719727,6.719727,7.603094,6.719727,6.719727,6.881241,6.719727,6.719727,7.52492,6.719727,6.719727,6.719727,6.719727,8.437307,6.719727,6.719727,6.719727,6.719727,6.719727,6.719727,6.719727,6.719727,6.719727,6.719727,7.220155,7.875584,8.357231,6.719727,1
1877328,10.28776,9.425127,8.259763,14.58732,9.443724,8.666659,12.85029,9.210398,5.890801,9.152742,10.85019,7.180469,9.961802,9.097045,8.065364,6.570917,11.50314,6.647334,7.594759,6.912857,11.34245,6.87099,5.890801,6.943125,11.00974,7.069925,7.389779,7.238533,9.342607,5.890801,6.469743,7.83788,5.890801,7.157558,7.718541,11.00589,10.00048,8.328007,7.350305,12.346,7.610871,5.890801,6.563802,7.547114,9.506717,6.297363,6.492674,6.83635,6.416619,6.700041,5.890801,6.921888,5.890801,14.62311,6.142241,6.145304,11.40055,5.890801,5.890801,7.429813,5.890801,8.808455,5.890801,5.890801,8.213619,5.890801,5.890801,9.091173,8.14476,0,6.890116,6.165388,5.890801,6.105356,6.646825,5.890801,6.886864,6.989291,5.890801,5.890801,7.376849,5.890801,6.220921,5.890801,5.890801,5.890801,5.890801,5.890801,5.890801,6.377818,6.214155,5.890801,5.890801,5.890801,5.890801,6.029286,6.33847,7.535589,7.127144,5.890801,1
1877329,9.007892,8.46905,7.344288,14.50856,9.045273,7.885711,11.73565,8.862468,7.106874,8.88839,10.6466,6.422039,8.89006,8.59236,7.352394,7.35737,11.40834,5.829786,5.852967,6.231579,9.449827,6.949243,5.901863,6.163838,12.02421,7.361984,5.647606,6.590269,6.718489,5.844167,6.667532,7.826565,4.74502,7.009751,7.985733,9.627077,10.30354,8.398995,7.089344,10.90162,7.150293,4.74502,6.981138,6.26685,9.341903,6.352644,5.186132,4.74502,5.560913,5.941057,4.881638,4.74502,4.74502,13.72624,4.74502,5.866787,11.7664,4.74502,7.195769,4.890517,4.74502,8.358522,5.158021,5.497373,7.947764,4.74502,6.245735,7.732989,5.97962,5.27729,6.174628,5.450434,6.505855,5.29174,5.208315,4.74502,6.287117,5.893357,4.74502,4.845695,7.032201,5.179935,4.74502,4.74502,4.74502,5.975572,4.907637,5.257502,5.214896,6.068589,6.192647,4.74502,4.74502,4.74502,5.082172,6.340105,7.248898,7.399983,6.346488,4.74502,1
1877331,9.85585,9.556615,7.756447,15.06629,9.417168,8.098551,12.55205,9.147168,6.509449,8.832219,10.63587,5.764258,9.697692,8.749516,7.617407,6.509015,11.52336,6.52754,6.366615,6.853727,9.713522,7.585811,5.891158,6.301561,12.46067,7.293407,7.279157,6.211891,9.300592,5.357596,7.390447,8.377257,5.51528,5.98932,7.175935,9.944674,10.04992,8.6717,7.264699,12.40915,6.659632,5.927352,6.257854,8.173285,9.758921,6.227081,6.549484,6.603852,7.114951,5.357596,5.637319,5.357596,5.357596,14.1412,6.145902,6.173608,11.95693,5.357596,6.329367,7.722527,5.357596,8.563302,5.764799,5.357596,7.221033,5.357596,5.357596,6.626343,7.777012,5.357596,5.357596,6.103982,5.357596,5.489656,5.496817,5.357596,6.370039,5.357596,5.357596,5.357596,7.190495,5.357596,5.357596,5.357596,5.357596,5.357596,5.357596,6.325969,5.357596,6.05874,6.555409,5.357596,5.357596,5.357596,5.357596,5.357596,6.850935,7.995852,5.932639,5.357596,1
1877332,9.475529,9.196132,7.796425,13.77012,9.490797,7.516919,13.22847,8.186707,6.904959,8.497717,10.906,6.219955,9.366933,8.749303,8.242275,7.103812,11.21311,6.682857,7.252946,6.219955,10.71296,8.518136,7.552249,6.219955,12.84466,8.729939,7.987449,7.337817,9.559707,6.219955,8.019403,9.003472,6.219955,6.811803,7.749536,10.94275,10.09964,8.696245,7.742569,14.21912,6.469041,6.219955,7.853516,9.051702,10.26104,8.100308,7.17477,7.581216,8.042517,6.219955,6.219955,6.219955,6.219955,13.54836,6.219955,6.721446,11.95529,6.219955,6.699568,7.334571,6.998007,8.990635,7.037252,6.219955,7.864048,6.219955,6.219955,7.539371,9.289466,6.219955,6.219955,6.219955,6.219955,6.219955,6.219955,6.219955,8.00395,6.219955,6.219955,6.219955,7.167098,7.025681,6.219955,6.219955,6.219955,7.637957,6.219955,6.219955,6.219955,7.215236,7.117298,6.219955,6.219955,6.219955,6.219955,7.242987,6.219955,9.166496,6.968401,6.219955,1
1877334,10.33439,9.603382,8.589442,13.39712,10.12866,8.722509,12.95741,8.761879,7.193212,8.879724,11.14597,7.619781,9.574055,9.093645,8.843414,6.683418,11.41025,6.744223,8.779006,6.16101,12.52233,6.16101,6.89316,7.057939,12.9587,6.461244,7.102222,8.084643,9.51828,8.413376,8.911345,8.162163,6.16101,6.364776,8.671704,12.19472,10.5834,9.254605,8.543697,12.91344,7.292062,6.16101,7.84755,7.018747,10.95966,6.16101,6.16101,7.210768,8.003412,6.706154,6.16101,6.16101,6.16101,14.53155,6.16101,6.981868,12.31136,6.16101,8.434182,7.098495,6.16101,8.538923,6.16101,6.16101,7.461594,6.50363,6.16101,6.521007,7.960312,6.16101,7.502274,8.432288,6.16101,6.16101,6.16101,6.16101,6.29762,6.16101,6.869439,6.16101,6.733304,6.16101,6.915135,6.16101,6.16101,6.16101,7.731151,8.468227,6.16101,6.16101,6.16101,6.16101,8.171232,6.16101,6.16101,6.16101,6.16101,7.779536,7.736774,6.16101,1
1877335,9.000828,9.341027,8.148893,14.76244,9.611985,7.962387,12.18001,9.114799,5.66625,9.018942,10.88283,7.465232,9.177505,8.785077,8.045478,6.938737,11.31243,7.615787,7.087254,6.538309,10.62439,6.058853,6.907528,5.66625,12.77986,7.240254,6.534412,6.895926,7.54809,5.66625,7.333033,7.85826,5.66625,7.447046,7.969161,10.78044,10.0951,8.138058,7.323107,12.11239,6.338518,5.66625,6.595935,5.66625,10.00429,5.66625,5.66625,5.66625,5.66625,5.66625,5.66625,5.9843,5.66625,14.07208,6.147421,5.66625,12.00506,5.66625,7.096069,5.66625,5.66625,8.346721,5.66625,5.66625,6.891433,5.66625,5.66625,6.622853,6.693178,5.66625,6.833546,5.881624,5.66625,5.66625,5.66625,5.66625,6.246102,6.021062,6.916045,5.66625,7.894734,5.66625,6.645591,5.66625,5.66625,5.66625,5.66625,5.66625,5.66625,5.66625,6.072874,5.66625,5.66625,5.66625,5.66625,6.518562,7.347126,6.927421,7.864173,5.929145,1
1877336,10.16708,8.639015,7.226518,15.66252,9.297357,8.366914,12.12309,8.955066,6.87104,8.508797,10.9601,7.180722,9.563508,8.713468,6.87104,6.87104,11.34685,6.87104,6.87104,6.87104,12.13911,6.87104,6.87104,6.87104,12.80701,8.093744,6.87104,6.87104,9.905952,6.87104,8.009265,6.87104,6.87104,6.87104,6.87104,12.0659,9.90527,8.469128,6.87104,14.22253,6.87104,6.87104,6.87104,8.45243,9.877273,6.87104,6.87104,7.82959,6.87104,6.87104,6.87104,6.87104,6.87104,15.3027,6.87104,6.87104,12.7299,6.87104,6.87104,6.87104,6.87104,7.341647,6.87104,6.87104,6.87104,6.87104,6.87104,7.625031,8.706935,6.87104,6.87104,6.87104,7.141749,6.87104,7.34118,6.87104,6.87104,6.87104,6.87104,6.87104,7.813726,6.87104,6.87104,6.87104,6.87104,6.87104,6.87104,6.87104,6.87104,6.87104,7.044475,6.87104,6.87104,6.87104,6.87104,6.87104,6.87104,7.73135,7.795954,6.87104,1
1877337,10.08902,8.76457,8.938644,14.59992,9.335932,9.596471,13.07806,9.642593,6.514506,9.053461,10.92356,7.869697,9.481836,9.392596,8.136339,7.179239,11.59111,6.178973,8.730304,6.505012,11.3454,6.930622,5.748663,7.773345,12.35164,7.688862,7.370605,8.373853,9.67601,7.973054,7.2678,8.4029,7.457812,8.277506,8.898747,11.03348,10.35252,9.366171,8.134689,13.31486,7.642963,5.748663,7.823598,6.9183,10.3212,6.7383,5.748663,8.20296,6.348824,7.786059,7.079256,6.576667,5.748663,14.59031,5.748663,6.794856,12.62871,5.748663,8.058555,6.525686,5.748663,8.40287,5.748663,5.748663,7.887831,7.092781,7.66584,8.056129,5.949547,6.060707,5.748663,9.022002,5.748663,5.748663,7.159449,5.748663,6.390601,6.422863,6.457902,5.748663,7.46067,5.914929,5.748663,5.748663,5.748663,6.400473,5.748663,5.748663,5.748663,5.748663,6.735501,5.748663,5.748663,5.748663,5.748663,5.748663,7.239453,7.427431,7.215429,5.748663,1
1877338,9.530902,9.020425,7.263401,15.17852,9.553208,8.301118,11.92445,9.16354,6.77225,9.230585,10.86831,5.13035,9.36987,8.960992,6.83877,6.732032,11.78691,5.13035,6.413819,6.328847,10.32523,5.670347,5.13035,5.897393,11.32499,7.715091,7.682802,5.981524,8.74141,5.13035,5.51396,7.261969,5.13035,7.475164,7.448877,10.14641,9.722539,7.894951,6.546722,12.25765,7.396106,5.13035,5.723862,9.414284,8.66207,6.217071,5.13035,5.738426,7.049668,5.670313,5.13035,5.794446,5.13035,14.25462,5.13035,6.134989,11.9966,5.13035,6.15261,6.535562,5.13035,7.823345,6.044048,5.13035,7.604603,5.13035,5.13035,6.60804,9.61514,5.13035,5.731304,6.049384,6.160822,5.13035,6.073323,5.13035,6.041604,5.13035,5.13035,5.13035,7.105241,5.13035,5.13035,5.13035,5.13035,5.13035,5.13035,5.13035,5.816045,5.13035,5.844378,5.13035,5.13035,5.13035,5.13035,5.13035,6.008052,8.561663,6.481196,5.13035,1
1877340,9.729996,8.84875,8.765408,13.58958,9.184922,7.92158,12.40105,8.393207,7.452428,8.666838,10.9804,6.736164,9.464187,8.922417,7.850867,6.424479,11.79631,6.542521,7.360813,6.938326,11.01936,6.919068,5.779319,5.534831,11.71436,6.309677,4.59565,6.616477,7.890336,5.238725,6.054337,8.056593,5.281439,8.285483,8.158969,10.66754,10.41395,8.833729,7.216306,11.44203,7.065867,4.350707,6.751646,5.994815,9.772411,5.426569,3.612216,3.827894,4.115664,6.262268,5.457708,6.03084,3.612216,14.06815,5.045159,4.819818,12.43906,3.612216,7.030039,5.7978,3.612216,7.872204,4.731074,4.941071,6.867896,5.518878,4.69699,7.271226,5.737479,4.855542,5.848888,6.128441,4.535608,3.612216,5.815305,4.541491,6.239193,4.997164,5.342048,4.521084,6.893298,4.060374,5.265707,3.612216,3.612216,3.612216,4.290455,4.60009,5.333037,3.612216,5.020012,3.924253,4.75561,3.612216,3.612216,3.612216,7.243212,5.829729,7.178647,3.612216,1
1877341,9.337702,9.239631,8.605803,14.80112,9.727661,7.881547,12.88807,9.474948,7.46897,8.917177,10.87159,7.46897,9.8181,8.849646,7.46897,7.46897,11.1616,7.46897,7.46897,7.46897,11.11793,7.46897,7.641464,7.46897,12.09631,7.46897,7.46897,7.46897,9.315121,8.238399,7.46897,8.708576,7.46897,7.46897,8.522364,10.35819,9.91771,7.905435,7.46897,12.59652,9.349666,7.46897,7.46897,7.769831,9.688716,7.46897,7.46897,7.741121,7.46897,7.46897,7.46897,9.900516,7.595842,14.60488,7.46897,7.46897,11.88555,7.46897,7.46897,7.46897,7.46897,8.327781,7.46897,7.46897,7.46897,7.46897,7.46897,8.302946,7.639077,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,8.606036,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,8.321202,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,7.46897,1
1877342,9.466204,8.370417,7.653908,15.00355,9.355508,8.139312,12.12605,9.239872,5.859631,9.148563,10.91728,6.642547,9.482018,8.971014,7.849882,6.931988,11.53441,5.688061,6.752903,5.526469,10.39714,7.003345,4.748527,5.078693,11.94472,6.883343,6.084369,5.675873,8.361198,6.53204,6.445105,8.090384,5.905685,7.798756,7.893865,10.27266,10.04096,8.859134,7.294358,12.79716,8.61931,4.432836,4.875744,6.353626,9.938661,6.074126,5.375666,4.829884,4.432836,5.433912,6.912145,8.021809,4.432836,14.49841,4.432836,4.904081,12.13947,4.432836,5.864828,6.907804,6.680552,7.935996,4.432836,5.848784,8.716926,4.718067,4.432836,7.383319,6.32269,4.432836,7.957177,5.632242,5.064423,4.432836,7.384172,4.432836,5.142384,5.549132,4.432836,4.432836,7.266215,4.432836,4.909413,4.432836,4.432836,5.631568,4.432836,4.432836,6.37424,5.279479,6.513055,4.672614,4.432836,4.432836,4.432836,4.432836,7.125641,6.832632,6.760558,4.432836,1
1877343,9.772141,8.950928,8.402573,13.8821,9.562554,8.367105,12.91805,8.926081,7.475578,8.829477,10.77725,7.359896,9.448739,9.018627,7.986013,7.138678,11.63696,7.169759,7.314307,7.146193,10.98026,7.287524,5.998644,6.499758,12.24639,6.825228,7.528155,6.197463,9.746725,7.079185,6.783723,8.400266,6.798758,7.394629,8.115649,10.7024,10.28997,9.180037,7.797031,12.59522,7.261882,4.673812,6.576724,7.916041,10.56155,5.521845,4.750045,5.675497,5.990628,6.928167,6.13456,6.586122,4.56011,13.84848,5.478966,5.979123,12.14377,4.56011,6.776127,7.894495,6.838046,8.484757,4.56011,6.17647,7.813797,5.50512,4.56011,7.449242,7.456202,5.732087,6.115374,6.756209,6.041374,4.56011,6.220431,5.115683,5.70151,5.041717,5.038909,5.513238,7.189254,5.169438,4.56011,4.56011,5.657807,5.220719,4.56011,4.56011,6.950167,5.01081,4.703799,5.502663,4.56011,4.56011,5.177125,4.56011,7.268968,5.72321,7.307243,4.56011,1
1877344,9.661327,8.956499,7.848018,14.00953,9.079788,8.365984,12.89734,9.063758,7.171773,9.102431,10.93551,7.003819,9.595001,8.875194,7.936628,6.841959,11.5701,7.150699,7.414612,6.704635,10.96538,7.452837,6.576984,6.130993,11.91474,7.218153,3.912154,6.459136,6.706779,6.91585,5.995556,8.159669,5.998557,7.486435,7.883867,10.61649,10.27087,9.078518,7.582775,11.51692,7.51929,4.760755,6.91046,4.654321,10.09783,5.747846,3.912154,4.224679,4.555105,7.159478,5.619556,6.540128,3.912154,14.21548,5.29986,3.912154,12.04352,3.912154,6.656644,5.41159,4.352982,8.38461,4.970913,5.872633,7.622757,6.122756,5.12642,7.344499,5.124621,4.964198,6.932693,6.43864,4.237841,3.912154,5.967512,3.912154,5.464477,5.832706,5.951744,5.279235,6.777336,3.912154,6.238769,4.173976,3.912154,5.682315,4.772144,3.912154,5.113852,3.912154,5.376591,4.927869,4.416605,5.511051,4.298999,3.912154,7.3195,5.84728,7.407502,4.317402,1
1877345,9.654488,8.664495,7.820109,14.32053,8.969916,8.318431,12.5666,9.116085,7.415833,8.793294,10.90641,6.889565,9.635033,8.814733,6.949972,6.182474,11.77545,5.135678,6.424148,7.085364,10.51502,7.475549,6.047205,5.633872,11.91964,5.539251,5.135678,5.135678,7.053638,5.97333,5.569577,7.86514,5.619271,7.961692,7.283651,10.11235,10.15518,8.801554,7.493764,11.02083,6.65172,5.399574,6.561778,5.135678,10.40627,5.647844,5.135678,5.135678,5.135678,5.85267,5.522659,5.135678,5.135678,14.23981,5.135678,5.135678,12.2143,5.135678,5.812885,6.365721,5.135678,7.888466,5.135678,6.148277,6.435477,5.135678,5.135678,6.521783,5.135678,5.135678,5.877696,6.071348,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,6.374836,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.135678,5.418869,5.135678,7.118802,5.135678,7.338593,5.135678,1
1877346,10.09151,9.413035,7.976395,15.09057,9.666696,8.207603,12.32077,9.5911,6.912884,9.310756,10.72079,8.571607,9.91928,8.627686,7.999608,7.152113,11.30146,7.1953,6.613114,7.466776,10.77453,6.155633,7.196907,5.908209,12.08112,7.026489,7.476342,6.342367,9.280602,7.000935,6.728401,8.171772,7.399838,7.289841,8.194376,10.52191,9.654389,8.753602,7.435565,12.58517,8.265053,5.908209,5.908209,7.19159,9.566316,5.908209,5.908209,6.494416,6.184438,6.783053,5.908209,6.071701,6.473055,14.73089,5.908209,5.908209,12.16822,5.908209,6.782007,8.048813,6.497637,8.337859,5.908209,5.908209,8.377364,6.297559,5.908209,7.864662,8.508918,5.908209,6.944518,5.908209,5.908209,5.908209,6.830727,7.055876,5.908209,5.908209,7.53646,5.908209,7.742821,5.908209,5.908209,6.041246,8.017447,5.908209,5.908209,5.908209,5.908209,5.908209,6.736528,5.908209,5.908209,7.359445,5.908209,5.908209,6.420348,9.041929,7.941101,5.908209,1
1877347,8.967921,7.678347,6.4996,13.90114,8.885764,7.758449,12.31674,8.490685,6.44901,8.520995,11.1543,5.993388,9.074866,8.85378,6.958706,5.993388,11.60544,5.993388,6.868377,5.993388,10.25156,6.102351,5.993388,5.993388,12.68616,6.484329,5.993388,6.213368,8.061364,5.993388,5.993388,8.091577,5.993388,8.089764,7.456628,10.30581,10.25303,9.360416,7.690062,12.32134,5.993388,5.993388,6.280325,5.993388,11.06461,5.993388,5.993388,5.993388,5.993388,5.993388,6.212556,5.993388,5.993388,13.98909,5.993388,5.993388,12.42172,5.993388,6.744513,5.993388,5.993388,7.284442,5.993388,5.993388,6.855121,5.993388,5.993388,7.190248,5.993388,5.993388,5.993388,6.605171,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,6.301125,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,5.993388,7.108263,5.993388,6.433113,5.993388,1
